inr;iso;nam;plz;ort;gemeindekennzahl;sbi;isil;tvw;tel;fax;ema;url;opa;text;oef;typ_text;utr_text;gro_text;leitung
EZ986;NULL;Freiberger NE-Metall-GmbH. Wissenschaftliche Bibliothek;Lessingstr. 41;Freiberg/Sachsen;145220180180;Fb 4;NULL;-3731;7 52 83;(03731) 75 85 08 und 75 85 55 und 75 87 49;mueller@fne-freiberg.de;NULL;NULL;NULL;NULL;NULL;Körperschaft/Stiftung des priv. Rechts;30.001 - 100.000;nebenamtlich
FA037;NULL;Staatliche Fachschule für Sozialpädagogik. Berufsfachschule für Sozialwesen. Bibliothek;Ellernweg 22;Berlin;110000000000;NULL;NULL;-30;6 36 42 76;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;30.001 - 100.000;nebenamtlich
FA104;NULL;Kreiskrankenhaus. Bibliothek;Pestalozzistr. 9;Zwenkau;147290430430;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;2.001 - 3.000;nebenamtlich
FA128;DEU;Berufliches Schulzentrum Großenhain. Außenstelle Fachschule. Bibliothek;Heinrich-Heine-Str. 8;Großenhain;146270060060;NULL;NULL;-3522;22 93;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Land;10.001 - 30.000;nebenamtlich
FA141;DEU;Geschwister-Scholl-Gymnasium. Gymnasialbibliothek;Seminarweg 4;Nossen;146270180180;NULL;NULL;-35242;6 88 66;(035242) 6 88 67;jp@schule.tu-freiberg.de;www.sn.schule.de/~gynossen/home.htm;NULL;NULL;NULL;NULL;Kreis/Bezirk;10.001 - 30.000;nebenamtlich
FA219;NULL;Palucca Hochschule für Tanz Dresden. Hochschulbibliothek;Basteiplatz 4;Dresden;146120000000;NULL;NULL;-351;2 59 06 37;(0351) 2 59 06 54;Bibliothek@palucca.eu;http://www.palucca.eu;https://campus.palucca.eu/webopac;aktiv;Die und Do 9.30 - 12.00. 13.00 - 17.00. Mi 9.30 - 12.00. 13.00 - 16.00. Fr 9.30 - 12.00. 13.00 - 15.00;NULL;Land;5.001 - 10.000;nebenamtlich
FA244;NULL;"Fachschule für Sozialpädagogik ""Johann Heinrich Pestalozzi"". Bibliothek";Adreas-Schubert-Str. 41;Dresden;146120000000;NULL;NULL;-351;4 71 77 20 und 4 71 75 45;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;10.001 - 30.000;nebenamtlich
FA256;NULL;Agraringenieurschule. Bibliothek;NULL;Bad Liebenstein;160630002002;NULL;NULL;-36961;25 12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
FA360;NULL;Fachschule für Agrar- und Hauswirtschaft. Bibliothek;Hauptstr. 2/4;Biendorf Kreis Bernburg;150890030030;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
FA396;NULL;Fachschule für Agrarwirtschaft und Hauswirtschaft. Bibliothek;Gustav-Herrmann-Str. 24;Stadtroda;160745050094;NULL;NULL;-36428;4 89-0 und 58 32;(036428) 4 89-34;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;10.001 - 30.000;nebenamtlich
FA414;NULL;Fachschule für Augenoptik Hermann Pistor am Staatlichen Berufsbildenden Schulzentrum Jena-Göschwitz;Rudolstädter Str. 95;Jena;160530000000;NULL;NULL;-3641;29 46 51;(03641) 60 75 88;info@sbsz-jena.j.th.schule.de;NULL;NULL;NULL;NULL;NULL;Kommune/Gemeinde;10.001 - 30.000;nebenamtlich
FA451;NULL;Oberschulamt Chemnitz. Pädagogische Fachbibliothek;An der Markthalle 10;Chemnitz;145110000000;NULL;NULL;-371;6 27 36;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;30.001 - 100.000;nebenamtlich
FA475;NULL;Sächsisches Bildungsinstitut für internationale Landwirtschaft. Bibliothek;Leipziger Str. 15;Zschortau;147300250250;NULL;NULL;-34202;3 21 15 und 3 21 19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
HC823;NULL;Stadtbücherei in der Steinscheuer;Pfarrhofgasse 5;Pfullendorf;84375004088;NULL;NULL;-7552;25-1200;(07552) 25-1206;buecherei@stadt-pfullendorf.de;http://www.pfullendorf.de/stadtbuecherei.html;NULL;aktiv;Di und Do 10-12.30 und 15-19 Uhr, Mi und Fr 14-18 Uhr, Sa 10-12.30 Uhr;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HD566;NULL;Hamburger öffentliche Bücherhallen. Internet-Center;Kohlhöfen 21;Hamburg;20000000000;NULL;NULL;-40;3 57-15912;3 57-15913;internet-center@hwk-hamburg.de;NULL;NULL;NULL;NULL;NULL;Körperschaft/Stiftung des priv. Rechts;3.001 - 5.000;neben-/ehrenamtlich
RR967;NULL;Pfarrgemeinde St. Johannes in Milte. Bibliothek;Brockstr. 3;Warendorf;55700052052;Wrf 1;NULL;-251;83-24047;(0251) 83-28398;ulbhist@uni-muenszer.de;NULL;NULL;NULL;NULL;NULL;Kath. Kirche;bis 1.000;nebenamtlich
FA694;NULL;Staatliche Ballettschule. Bibliothek;Erich-Weinert-Str. 103;Berlin;110000000000;NULL;NULL;-30;3 65 40 21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
FA761;DEU;DRK Krankenhaus Köpenick. Medizinische Fachbibliothek;Salvador-Allende-Str. 2/8;Berlin;110000000000;NULL;NULL;-30;65 47 34 36;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Körperschaft/Stiftung des priv. Rechts;5.001 - 10.000;nebenamtlich
FA785;NULL;Landesamt für Arbeitsschutz. Gesundheitsschutz und technische Sicherheit Berlin (LAGetSi). Bibliothek;Alt Friedrichsfelde 60;Berlin;110000000000;NULL;NULL;-30;90 21-5354 und 5353;NULL;post@lagetsi.verwalt-berlin.de;http://www.lagetsi.berlin.de;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;3.001 - 5.000;nebenamtlich
FA827;DEU;Berufliches Schulzentrum 11. Sozialwesen. Henriette-Goldschmidt-Schule Leipzig. Bibliothek;Goldschmidtstr. 20;Leipzig;147130000000;NULL;NULL;-341;9 60 24 93;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Kommune/Gemeinde;10.001 - 30.000;nebenamtlich
FA840;DEU;Krankenhaus Lichtenberg. örtlicher Bereich: Oskar-Ziethen-Krankenhaus. Ärztebibliothek;Fanningerstr. 32;Berlin;110000000000;NULL;NULL;-30;55 18 31 28;(030) 55 18 40 04;NULL;NULL;NULL;NULL;NULL;NULL;Körperschaft/Stiftung des priv. Rechts;5.001 - 10.000;nebenamtlich
FA931;DEU;Krankenhaus Kaulsdorf. Fachbibliothek;Myslowitzer Str. 45;Berlin;110000000000;NULL;NULL;-30;5 27 12 06;(030) 5 27 75 20;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;1.001 - 2.000;nebenamtlich
FA967;DEU;Vivantes Klinikum Prenzlauer Berg, Netzwerk für Gesundheit GmbH, Medizinische Fachbibliothek ;Fröbelstr. 15;Berlin;110000000000;NULL;NULL;-30;42 42-1214;(030) 42 42-1294;doreen.heyner@kpb-berlin.de;NULL;NULL;aktiv;Mo. Do - Fr.: 9.00 - 12.00 Uhr. 13.00 - 15.00 Uhr . Di - Mi : 13.00 - 15.00 Uhr;NULL;Land;3.001 - 5.000;nebenamtlich
FB078;NULL;Landesfachschule für Landwirtschaft. Gartenbau u. Hauswirtschaft. Fachbereich Gartenbau. Bücherei;Wipertistr. 5;Quedlinburg;150850235235;NULL;NULL;-3946;29 68;(03946) 29 60;Poststelle@fsqlbml.lsa-net.de;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;3.001 - 5.000;nebenamtlich
FB157;NULL;Staatliche Berufsbildende Schule für Gesundheit und Soziales Meiningen / Schmalkalden;Waldhausstr. 15;Schmalkalden;160660063063;NULL;NULL;-3683;6 98 30;(06863) 60 10 50;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;3.001 - 5.000;nebenamtlich
FB169;DEU;Westsächsische Hochschule Zwickau. Hochschulteil Schneeberg. Fachbereich Angewandte Kunst. Zweigbibliothek;Goethestr. 1;Schneeberg/Erzgebirge;145210530530;NULL;NULL;-3772;35 07 46;(03772) 2 89 42;NULL;NULL;NULL;NULL;Mo 08.30 - 16.00 Uhr. Di. Do 08.30 - 17.00 Uhr. Mi 10.00 - 16.00 Uhr u. 17.00 - 21.00 Uhr (Lesesaalbenutzung)                                                  u;NULL;Land;5.001 - 10.000;nebenamtlich
FB170;NULL;Berufliche Schule der Landeshauptstadt Schwerin. Technik.  Bibliothek;Gadebuscher Str. 153;Schwerin;130040000000;NULL;NULL;-385;4 84 11 13;(0385) 4 87 98 81;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;10.001 - 30.000;nebenamtlich
FB182;NULL;Berufliche Schule der Landeshauptstadt Schwerin. Sozialpädagogik. Bibliothek;Ziolkowskistr. 21;Schwerin;130040000000;NULL;NULL;-385;21 10 25;(0385) 21 10 03;NULL;NULL;NULL;NULL;NULL;NULL;Kommune/Gemeinde;10.001 - 30.000;nebenamtlich
FB261;NULL;Oberstufenzentrum Uckermark. Standort Templin. Bibliothek;Prenzlauer Allee 28;Templin;120730572572;NULL;NULL;-3987;55 05 18;(03987) 55 05 39;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
FB285;DEU;Einheit Kreiskrankenhaus / Kreispoliklinik Gardelegen. Medizinische Bibliothek;Ernst-von-Bergmann-Str. 22;Gardelegen;150810135135;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;1.001 - 2.000;nebenamtlich
FB388;NULL;Kreiskrankenhaus / Poliklinik. Fach- und Patientenbibliothek;Oberst-Komarow-Str. 29;Königs Wusterhausen;120610260260;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;1.001 - 2.000;nebenamtlich
FB431;DEU;Technische Hochschule Wildau [FH] Hochschulbibliothek;Bahnhofstr. /Halle 10;Wildau;120610540540;526;DE-526;-3375;50 81 23. 50 81 35 und 50 81 55;(03375) 50 82 82;tfhbib@bib.tfh-wildau.de;http://www.th-wildau.de/bibliothek.html;https://aspx20.bib-bvb.de/InfoGuideClient.btwsis/start.do?Login=igbtw;aktiv;Mo-Fr 9.00-20.00;Fach-/Hochschulbibliothek;Sonstige öffentliche Trägerschaft;30.001 - 100.000;nebenamtlich
FB443;NULL;Fachschule für Technik Zug. Bibliothek;Hauptstr. 150;Freiberg/Sachsen;145225109180;NULL;NULL;-3731;7 85-106;(03731) 7 85-119;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
FB455;NULL;Höhere Landbauschule. Bibliothek;Werdauer Str. 70;Zwickau;145240330330;NULL;NULL;-375;56 65-14;(0375) 56 65-66;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
FB510;NULL;Thüringische Fachhochschule für Forstwirtschaft Schwarzburg. Bibliothek ;Forstschule 4;Schwarzburg;160735003082;NULL;NULL;-36730;37-233;(036730) 37-226;fh-schwarzburg@forst-thueringen.de;http://www.thueringenforst.de;NULL;aktiv;NULL;Fach-/Hochschulbibliothek;Land;10.001 - 30.000;nebenamtlich
FB534;DEU;Lindenau-Museum. Kunstbibliothek;Gabelentz-Str. 5;Altenburg;160770001001;Al 4;NULL;-3447;25 10;(03447) 25 19;bibliothek@lindenau-museum.de;http://www.lindenau-museum.de;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;10.001 - 30.000;nebenamtlich
FB595;DEU;Schloßmuseum. Bibliothek;Schloßpl. 1;Arnstadt;160705050004;NULL;NULL;-3628;60 29 32 und 60 29 33;(03628) 4 82 64;NULL;NULL;NULL;NULL;NULL;NULL;Kommune/Gemeinde;10.001 - 30.000;nebenamtlich
FB613;DEU;Stadtmuseum Bautzen. Bibliothek;Kornmarkt 1;Bautzen;146250020020;NULL;NULL;-3591;49 85-0 oder 4985-41;(03591) 49 85-40;stadtmuseum@bautzen.de oder museum.stadt.bautzen@t-online.de;NULL;NULL;NULL;Spezialbibo. nach Vereinbar./Anm.. laut Museum. Di-Fr 10.00-17.00Uhr;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
FB625;DEU;Sorbisches Museum (Serbski muzej). Bibliothek;Ortenburg 3;Bautzen;146250020020;NULL;NULL;-3591;4 24 03;(03591) 4 24 25;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
FB674;NULL;Gemeinschaft zur Förderung von Kinder- und Jugendliteratur. Bibliothek;Weinmeisterstr. 5;Berlin;110000000000;NULL;NULL;-30;2 82 97 47;(030) 2 82 97 69;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;3.001 - 5.000;nebenamtlich
FB686;NULL;Industrie- und Spezialbau Brandenburg GmbH. Informationsstelle;Wilhelmsdorfer Landstr. 43;Brandenburg;120510000000;NULL;NULL;-3381;56 80;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Körperschaft/Stiftung des priv. Rechts;2.001 - 3.000;nebenamtlich
FB741;DEU;Fachkrankenhaus für Neurologie und Psychiatrie Altscherbitz. Wissenschaftliche Bibliothek;Leipziger Str. 59;Schkeuditz;147300270270;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;2.001 - 3.000;nebenamtlich
FB753;NULL;Kreiskrankenhaus mit Poliklinik Schleiz. Fachbibliothek;Berthold-Schmidt-Str. 7;Schleiz;160750098098;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;2.001 - 3.000;nebenamtlich
FB789;DEU;Hochschule für Bildende Künste Dresden  Bibliothek;Güntzstraße 34;Dresden;146120000000;540;NULL;-351;44 0222121;NULL;huss@serv1.hfbk-dresden.de ;www.hfbk-dresden.de;NULL;aktiv;Mo - Mi 10.00 - 19.00 Uhr , Do 10.00 -16.00 Uhr ;Fach-/Hochschulbibliothek;Land;30.001 - 100.000;nebenamtlich
FB819;NULL;Kreiskrankenhaus Strausberg. Medizinische Fachbibliothek;Prötzeler Chaussee 5;Strausberg;120640472472;NULL;NULL;-3341;5 24 02;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Körperschaft/Stiftung des öff. Rechts;bis 1.000;nebenamtlich
FB820;NULL;Institut für Gerichtliche Medizin. Fachbibliothek;Obotritenring 247;Schwerin;130040000000;NULL;NULL;-385;29 06;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;2.001 - 3.000;nebenamtlich
FB856;NULL;Wartburg-Stiftung. Bibliothek;Wartburg;Eisenach;160560000000;NULL;NULL;-3691;2 50-261;(03691) 20 33 42;info@Wartburg-Eisenach.de;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
FB972;NULL;Universitätsbibliothek. Zweigstelle Deutsches Literaturinstitut;Wächterstr. 34;Leipzig;147130000000;NULL;NULL;-341;9 73 03 12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Land;30.001 - 100.000;nebenamtlich
FB996;NULL;Museum der bildenden Künste. Bibliothek;Grimmaische Str. 1/7;Leipzig;147130000000;NULL;NULL;-341;2 16 99-32;(0341) 9 60 99 25;Museum.d.bild.Kuenste.Leipzig-Bibliothek@t-online.de;www.leipzig.de/museum_d_bild_kuenste.htm;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;30.001 - 100.000;nebenamtlich
FC010;DEU;Museumsbibliothek;Andreaskirchpl. 10;Eisleben Lutherstadt;150870130130;NULL;NULL;-3475;60 21 39 und 60 27 75;(03475) 60 27 75;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;10.001 - 30.000;nebenamtlich
FC022;NULL;VEAG Vereinigte Energiewerke AG. Kraftwerk Lübbenau-Vetschau. Fachbibliothek;NULL;Lübbenau;120660196196;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Körperschaft/Stiftung des priv. Rechts;3.001 - 5.000;nebenamtlich
FC046;NULL;Institut für Musikinstrumentenbau. Fachbibliothek / Informationsstelle;Klingenthaler Str. 42;Zwota;145235112470;NULL;NULL;-37467;34 81;(037467) 34 83;NULL;NULL;NULL;NULL;NULL;NULL;Körperschaft/Stiftung des priv. Rechts;3.001 - 5.000;nebenamtlich
FC058;NULL;Meininger Museen. Kulturstiftung Meiningen. Fachbibliothek;Schlossplatz 1;Meiningen;160665050042;Me 6;NULL;-3693;50 36 41u. 8810-31;(03693) 50 36 44;g.hinghaus@meiningermuseen.de;NULL;NULL;NULL;Di-Fr 13.00-17.00. Sa 10.00-13.00;NULL;Sonstige öffentliche Trägerschaft;10.001 - 30.000;nebenamtlich
FC083;DEU;Kreismuseum Oranienburg. Bibliothek;Breite Str. 1;Oranienburg;120650256256;NULL;NULL;-3301;38 63;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
FC137;DEU;Fritz-Reuter-Literaturmuseum. Fachbibliothek;Markt 1;Stavenhagen Reuterstadt;130715162142;NULL;NULL;-39954;2 10 72;(039954)21072;CNenz@t-online.de;http://www.Fritz-Reuter-Literaturmuseum.de;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;10.001 - 30.000;nebenamtlich
FC150;DEU;Landesveterinär- und Lebensmitteluntersuchungsamt - Außenstelle Schwerin. Bibliothek;Neumühler Str. 10/12;Schwerin;130040000000;NULL;NULL;-385;86 70;(0385) 86 71 26;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;3.001 - 5.000;nebenamtlich
FC162;DEU;Thüringer Landessternwarte. Karl-Schwarzschild-Observatorium. Bibliothek;Sternwarte 5;Tautenburg;160745015096;NULL;NULL;-36427;8 63-19. 18 und 24;(036427) 8 63-29;NULL;NULL;NULL;NULL;NULL;NULL;Land;5.001 - 10.000;nebenamtlich
FC186;DEU;Börde-Museum / Museumsverbund Bördekreis. Börde-Bibliothek;Meyendorffstr. 4;Ummendorf;150835053505;NULL;NULL;-39409;5 22;(039409) 5 22;NULL;NULL;NULL;NULL;NULL;NULL;Kreis/Bezirk;10.001 - 30.000;nebenamtlich
FC198;DEU;Müritz-Museum Waren. Bibliothek;Friedensstr. 5;Waren;130710156156;NULL;NULL;-3991;66 76 00;(03991) 66 76 01;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;10.001 - 30.000;nebenamtlich
FC204;DEU;Thüringer Landesverwaltungsamt. Bibliothek;Carl-August-Allee 2 a;Weimar;160550000000;NULL;NULL;-3643;58 71 25;(03643) 58 73 93;NULL;NULL;NULL;NULL;NULL;NULL;Land;10.001 - 30.000;nebenamtlich
FC216;DEU;Museum Weißenfels. Bibliothek;Zeitzer Str. 4 (Schloß);Weißenfels;150840550550;NULL;NULL;-3443;30 25 52;(03443) 37 02 12;NULL;NULL;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;10.001 - 30.000;nebenamtlich
FC228;DEU;Harzbücherei;Klint 10;Wernigerode;150850370370;We21;DE-We21;-3943;65 44 24;(03943) 65 44 97;harzbuecherei@stadt-wernigerode.de;http://www.wernigerode.de/de/bibliotheken.html;NULL;NULL;Di und Do 10.00-12.00 und 15.00-18.00, Sonderregelungen nach Absprache;NULL;Sonstige öffentliche Trägerschaft;10.001 - 30.000;nebenamtlich
FC253;NULL;Museum Schloß Moritzburg. Bibliothek;Schloßstr. 6;Zeitz;150840590590;NULL;NULL;-3441;21 25 46;(03441) 21 40 40;moritzburg@zeitz.de;NULL;NULL;NULL;Montag-Freitag 8.30-12 Uhr (Voranmeldung erwünscht);NULL;Kommune/Gemeinde;30.001 - 100.000;nebenamtlich
FC290;NULL;Universitätsbibliothek. Fachbibliothek Hals-. Nasen- und Ohrenheilkunde;Doberaner Str. 137/139;Rostock;130030000000;28/016;NULL;-381;4 94-8053;NULL;NULL;http://www.uni-rostock.de/ub/016.htm;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;3.001 - 5.000;nebenamtlich
FC307;NULL;Universitätsbibliothek. Fachbibliothek Biologie;Wismarsche Str. 8;Rostock;130030000000;28/015;NULL;-381;4 98-2381;NULL;sylvina.schattkowsky@bibliothek.uni-rostock.de;http://www.uni-rostock.de/ub/015.htm;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;10.001 - 30.000;nebenamtlich
FC319;NULL;Universitätsbibliothek. Fachbibliothek Geschichte;Altbettelmönchstr.;Rostock;130030000000;28/260;NULL;-381;4 98-2289;NULL;annelie.syndikus@bibliothek.uni-rostock.de;http://www.uni-rostock.de/ub/260.htm;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;30.001 - 100.000;nebenamtlich
FC320;NULL;Universitätsbibliothek. Fachbibliothek Anatomie und Physiologie;Gertrudenstr. 9;Rostock;130030000000;28/037;NULL;-381;4 94-8428;NULL;NULL;http://www.uni-rostock.de/ub/011.htm;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;10.001 - 30.000;nebenamtlich
FC332;NULL;Universitätsbibliothek. Fachbibliothek Pathologie;Strempelstr. 14;Rostock;130030000000;28/038;NULL;-381;4 94-5846;NULL;NULL;http://www.uni-rostock.de/ub/038.htm;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
FC356;NULL;Universitätsbibliothek. Fachbibliothek Dermatologie;Augustenstr. 80;Rostock;130030000000;28/041;NULL;-381;4 94-9721;NULL;NULL;http://www.uni-rostock.de/ub/041.htm;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
FC368;NULL;Universitätsbibliothek. Fachbibliothek Chirurgie;Schillingallee 35;Rostock;130030000000;28/040;NULL;-381;4 94-6385;NULL;sabine.dimova@bibliothek.uni-rostock.de;http://www.uni-rostock.de/ub/040.htm;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
FC381;NULL;Universitätsbibliothek. Fachbibliothek heoretische Medizin;Schillingallee 70;Rostock;130030000000;28/039;NULL;-381;4 94-5963;NULL;NULL;http://www.uni-rostock.de/ub/003.htm;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
FC393;NULL;Universitätsbibliothek. Fachbibliothek Physik;Universitätspl. 3;Rostock;130030000000;28/013;NULL;-381;4 98-2303;NULL;marlies.peters@bibliothek.uni-rostock.de;http://www.uni-rostock.de/ub/013.htm;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;10.001 - 30.000;nebenamtlich
FC411;NULL;Universitätsbibliothek. Fachbibliothek Kinderklinik;Rembrandtstr. 16/17;Rostock;130030000000;28/042;NULL;-381;4 94-7301;NULL;NULL;http://www.uni-rostock.de/ub/042.htm;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;10.001 - 30.000;nebenamtlich
FC423;NULL;Universitätsbibliothek. Fachbibliothek Chemie;Buchbinderstr. 9;Rostock;130030000000;28/012;NULL;-381;4 98-2345;NULL;sigrid.schmidt@bibliothek.uni-rostock.de;http://www.uni-rostock.de/ub/012.htm;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;10.001 - 30.000;nebenamtlich
FC435;NULL;Universitätsbibliothek. Fachbibliothek Mathematik;Universitätspl. 1;Rostock;130030000000;28/008;NULL;-381;4 98-2301;NULL;sylvia.krentz@bibliothek.uni-rostock.de;http://www.uni-rostock.de/ub/008.htm;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;30.001 - 100.000;nebenamtlich
FC447;NULL;Universitätsbibliothek. Fachbibliothek Anatomie und Physiologie;Gertrudenstr. 9;Rostock;130030000000;28/011;NULL;-381;4 94-8428;NULL;NULL;http://www.uni-rostock.de/ub/011.htm;NULL;NULL;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;nebenamtlich
FC459;NULL;Universitätsbibliothek. Fachbibliothek Geisteswissenschaften. Lateinamerikanist;August-Bebel-Str. 28;Rostock;130030000000;28/401;NULL;-381;4 98-2351 und 2354;NULL;renate.zickert@bibliothek.uni-rostock.de;http://www.uni-rostock.de/ub/049.htm;NULL;NULL;NULL;NULL;Land;30.001 - 100.000;nebenamtlich
FC472;NULL;Universitätsbibliothek. Klinik für Chirurgie;Friedrich-Löffler-Str. 23;Greifswald;130750039039;09. Aug;NULL;-3834;86 16 55;NULL;NULL;NULL;NULL;aufgegangen/übernommen;NULL;NULL;Land;10.001 - 30.000;nebenamtlich
FC484;NULL;Universitätsbibliothek. Fachrichtung Physik / Elektronik;Domstr. 10 a;Greifswald;130750039039;09. Jul;NULL;-3834;86 16 33;NULL;NULL;NULL;NULL;aufgegangen/übernommen;NULL;NULL;Land;10.001 - 30.000;nebenamtlich
FC496;NULL;Universitätsbibliothek. Nordisches Institut;Hans-Fallada-Str. 20;Greifswald;130750039039;09. Okt;NULL;-3834;86 16 38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Land;30.001 - 100.000;nebenamtlich
FC502;NULL;Universitätsbibliothek. Fachrichtung Chemie;Soldtmannstr. 16;Greifswald;130750039039;09. Nov;NULL;-3834;86 16 40;NULL;NULL;NULL;NULL;aufgegangen/übernommen;NULL;NULL;Land;10.001 - 30.000;nebenamtlich
FC514;NULL;Universitätsbibliothek. Klinik für Innere Medizin;Friedrich-Löffler-Str. 23 a;Greifswald;130750039039;09. Sep;NULL;-3834;86 16 56;NULL;NULL;NULL;NULL;aufgegangen/übernommen;NULL;NULL;Land;10.001 - 30.000;nebenamtlich
FC551;NULL;Universitätsbibliothek. Klinik und Poliklinik für Hautkrankheiten. Fachbibliothek;Fleischmannstr. 42/44;Greifswald;130750039039;09. Apr;NULL;-3834;86 67 53;NULL;NULL;NULL;NULL;aufgegangen/übernommen;NULL;NULL;Land;5.001 - 10.000;nebenamtlich
FC563;NULL;Universitätsbibliothek. Institut für Hygiene und Umweltmedizin;Hainstr. 26;Greifswald;130750039039;09. Mai;NULL;-3834;84 10 21/14 und 15;(03834) 8 22-3912;NULL;NULL;NULL;aufgegangen/übernommen;NULL;NULL;Land;3.001 - 5.000;nebenamtlich
FC575;NULL;Universitätsbibliothek. Universitätsklinik für Kindermedizin;Soldtmannstr. 15;Greifswald;130750039039;09. Jun;NULL;-3834;86 16 45;NULL;NULL;NULL;NULL;aufgegangen/übernommen;NULL;NULL;Land;10.001 - 30.000;nebenamtlich
FC587;NULL;Universitätsbibliothek. Institut für Geschichte der Medizin;Fleischmannstr.;Greifswald;130750039039;Sep 78;NULL;-3834;86 57 87;NULL;NULL;NULL;NULL;aufgegangen/übernommen;NULL;NULL;Land;10.001 - 30.000;nebenamtlich
